task,model,is_inst,threshold_fitted,threshold,accuracy,bench_hash,num_shots,prompt_format,prompt_connector,prompt_granularity,prompt_feature_order,eval_results_path,predictions_path
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0419596280335677,0.7650826073896065,3330174634,0,bullet,:,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3330174634/results.bench-3330174634.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2588083143/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.006691784288365293,0.7770441574046261,813899396,0,bullet,=,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-813899396/results.bench-813899396.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2064466631/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.29464285714285715,0.7845058576148993,1751177837,0,bullet,is,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1751177837/results.bench-1751177837.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-4182594162/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.010983397190293741,0.7586242114749174,530688295,0,text,is,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-530688295/results.bench-530688295.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2073768049/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.11931443638760712,0.7678942625413037,1627878636,0,text,=,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1627878636/results.bench-1627878636.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2390796964/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.1189041095890411,0.7764193451486933,2106374782,0,text,:,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2106374782/results.bench-2106374782.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3777843648/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.007598077221274617,0.7590567738059477,4180095923,0,bullet,=,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-4180095923/results.bench-4180095923.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2346441242/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.09534368070953436,0.768296785821568,2182309246,0,text,:,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2182309246/results.bench-2182309246.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1062453454/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.11864406779661017,0.7706939020726945,2675056453,0,text,is,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2675056453/results.bench-2675056453.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-56727796/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.06768447837150127,0.7559567437668969,1234228443,0,comma,:,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1234228443/results.bench-1234228443.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2771584099/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7855271853409432,452821350,0,comma,=,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-452821350/results.bench-452821350.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-452821350/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0019222959252741302,0.7678161610093122,303744090,0,bullet,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-303744090/results.bench-303744090.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2611601819/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.04740406320541761,0.7463502553319316,1293469801,0,comma,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1293469801/results.bench-1293469801.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-250932115/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.11918760021378942,0.7728987683989186,2402934663,0,comma,is,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2402934663/results.bench-2402934663.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-700698802/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7884589966957044,3961633532,0,comma,=,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3961633532/results.bench-3961633532.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3961633532/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7838630219285071,1398135799,0,comma,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1398135799/results.bench-1398135799.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1398135799/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.017932362498495606,0.7513247221387804,3380041184,0,bullet,:,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3380041184/results.bench-3380041184.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1994805602/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0019268256955164683,0.7698528086512466,295620296,0,bullet,is,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-295620296/results.bench-295620296.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-4281224065/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.029383886255924172,0.7473355361970562,812220396,0,text,is,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-812220396/results.bench-812220396.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2761810993/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.007567299342513336,0.7605346951036347,2594484641,0,bullet,:,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2594484641/results.bench-2594484641.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2694180394/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0472193074501574,0.7633163112045659,3991720161,0,text,:,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3991720161/results.bench-3991720161.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-4215207146/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.09535452322738386,0.7692159807750075,3374806880,0,bullet,:,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3374806880/results.bench-3374806880.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-231623185/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.3209700427960057,0.7724782216881947,2268334253,0,bullet,:,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2268334253/results.bench-2268334253.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1818492810/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.09557618787547788,0.7498828477020126,1095728396,0,text,is,low, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1095728396/results.bench-1095728396.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2109567310/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.20166320166320167,0.7683508561129468,3170451649,0,bullet,is,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3170451649/results.bench-3170451649.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1536060045/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7864463802943827,84678693,0,comma,:,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-84678693/results.bench-84678693.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-84678693/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.1189873417721519,0.7767017122258937,719317896,0,bullet,=,original, reversed,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-719317896/results.bench-719317896.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2752432253/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.020330064577852188,0.7389486332231902,2295038392,0,text,=,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2295038392/results.bench-2295038392.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3629142282/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.03310051624658366,0.7604205467107239,234624789,0,text,is,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-234624789/results.bench-234624789.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3719914983/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.3210161662817552,0.7717933313307299,4151011414,0,bullet,=,low,rand 1,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-4151011414/results.bench-4151011414.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1550253383/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0046024440564989685,0.7714148392910783,237471349,0,text,:,original,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-237471349/results.bench-237471349.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3102028180/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0035911661613229253,0.7651787323520577,827891603,0,text,:,original,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-827891603/results.bench-827891603.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1399164428/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7751516972063682,3916841828,0,text,is,low,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3916841828/results.bench-3916841828.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3916841828/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.08514851485148515,0.7645959747671973,3537563039,0,comma,:,low,default,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3537563039/results.bench-3537563039.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-642480829/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.0124231724859422,0.7598558125563232,67577121,0,bullet,=,original,rand 2,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-67577121/results.bench-67577121.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-674634134/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.004614242844696847,0.7616761790327425,406079852,0,bullet,is,low,rand 3,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-406079852/results.bench-406079852.json,results/folktexts/0-variations/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-2428541262/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
