task,model,is_inst,threshold_fitted,threshold,accuracy,bench_hash,num_shots,prompt_format,prompt_connector,prompt_granularity,prompt_feature_order,eval_results_path,predictions_path
ACSIncome,mistralai--Mistral-Small-24B-Base-2501,0,0,0.5,0.6663142084710123,1332796672,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-Small-24B-Base-2501/mistralai--Mistral-Small-24B-Base-2501_task-ACSIncome/mistralai--Mistral-Small-24B-Base-2501_bench-1332796672/results.bench-1332796672.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-Small-24B-Base-2501/mistralai--Mistral-Small-24B-Base-2501_task-ACSIncome/mistralai--Mistral-Small-24B-Base-2501_bench-1332796672/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,mistralai--Mistral-Small-24B-Base-2501,0,1,0.5308411214953271,0.7519975968759387,2844812338,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-Small-24B-Base-2501/mistralai--Mistral-Small-24B-Base-2501_task-ACSIncome/mistralai--Mistral-Small-24B-Base-2501_bench-2844812338/results.bench-2844812338.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-Small-24B-Base-2501/mistralai--Mistral-Small-24B-Base-2501_task-ACSIncome/mistralai--Mistral-Small-24B-Base-2501_bench-1332796672/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,1,0.004614028721032713,0.777194352658456,3970457559,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-3970457559/results.bench-3970457559.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1648965773/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-72B-Instruct,1,0,0.5,0.7851667167317513,1648965773,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1648965773/results.bench-1648965773.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-72B-Instruct/Qwen--Qwen2.5-72B-Instruct_task-ACSIncome/Qwen--Qwen2.5-72B-Instruct_bench-1648965773/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3-8B,0,0,0.5,0.36795434064283566,1427366589,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B/meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-1427366589/results.bench-1427366589.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B/meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-1427366589/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3-8B,0,1,0.6215722120658135,0.75209372183839,2433742991,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B/meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-2433742991/results.bench-2433742991.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B/meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-1427366589/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-70B-Instruct,1,1,0.86652977412731,0.7742144788224692,3398893713,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B-Instruct/meta-llama--Meta-Llama-3.1-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B-Instruct_bench-3398893713/results.bench-3398893713.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B-Instruct/meta-llama--Meta-Llama-3.1-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B-Instruct_bench-3627109804/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-70B-Instruct,1,0,0.5,0.691583057975368,3627109804,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B-Instruct/meta-llama--Meta-Llama-3.1-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B-Instruct_bench-3627109804/results.bench-3627109804.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B-Instruct/meta-llama--Meta-Llama-3.1-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B-Instruct_bench-3627109804/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,google--gemma-2-9b,0,1,0.591715976331361,0.7051607089215981,1042249678,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-google--gemma-2-9b/google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-1042249678/results.bench-1042249678.json,results/folktexts/0-bullet-is/model-google--gemma-2-9b/google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-349462295/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,google--gemma-2-9b,0,0,0.5,0.36904776209071793,349462295,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-google--gemma-2-9b/google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-349462295/results.bench-349462295.json,results/folktexts/0-bullet-is/model-google--gemma-2-9b/google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-349462295/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,allenai--OLMo-2-1124-7B,0,1,0.5204081632653061,0.7370561730249324,2181240717,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-allenai--OLMo-2-1124-7B/allenai--OLMo-2-1124-7B_task-ACSIncome/allenai--OLMo-2-1124-7B_bench-2181240717/results.bench-2181240717.json,results/folktexts/0-bullet-is/model-allenai--OLMo-2-1124-7B/allenai--OLMo-2-1124-7B_task-ACSIncome/allenai--OLMo-2-1124-7B_bench-1348400281/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,allenai--OLMo-2-1124-7B,0,0,0.5,0.7084710123160108,1348400281,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-allenai--OLMo-2-1124-7B/allenai--OLMo-2-1124-7B_task-ACSIncome/allenai--OLMo-2-1124-7B_bench-1348400281/results.bench-1348400281.json,results/folktexts/0-bullet-is/model-allenai--OLMo-2-1124-7B/allenai--OLMo-2-1124-7B_task-ACSIncome/allenai--OLMo-2-1124-7B_bench-1348400281/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3-8B-Instruct,1,0,0.5,0.5844157404626014,1113489026,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B-Instruct/meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-1113489026/results.bench-1113489026.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B-Instruct/meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-1113489026/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3-8B-Instruct,1,1,0.9525691699604744,0.7672754580955242,3150350887,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B-Instruct/meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-3150350887/results.bench-3150350887.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3-8B-Instruct/meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-1113489026/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-72B-Instruct,1,1,0.5924764890282131,0.7521898468008411,4212359696,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-72B-Instruct/Qwen--Qwen2-72B-Instruct_task-ACSIncome/Qwen--Qwen2-72B-Instruct_bench-4212359696/results.bench-4212359696.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-72B-Instruct/Qwen--Qwen2-72B-Instruct_task-ACSIncome/Qwen--Qwen2-72B-Instruct_bench-3090584498/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-72B-Instruct,1,0,0.5,0.7476179032742565,3090584498,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-72B-Instruct/Qwen--Qwen2-72B-Instruct_task-ACSIncome/Qwen--Qwen2-72B-Instruct_bench-3090584498/results.bench-3090584498.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-72B-Instruct/Qwen--Qwen2-72B-Instruct_task-ACSIncome/Qwen--Qwen2-72B-Instruct_bench-3090584498/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.2-3B,0,1,0.6214442013129103,0.7105737458696305,1988460094,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.2-3B/meta-llama--Meta-Llama-3.2-3B_task-ACSIncome/meta-llama--Meta-Llama-3.2-3B_bench-1988460094/results.bench-1988460094.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.2-3B/meta-llama--Meta-Llama-3.2-3B_task-ACSIncome/meta-llama--Meta-Llama-3.2-3B_bench-2784598924/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.2-3B,0,0,0.5,0.36810453589666564,2784598924,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.2-3B/meta-llama--Meta-Llama-3.2-3B_task-ACSIncome/meta-llama--Meta-Llama-3.2-3B_bench-2784598924/results.bench-2784598924.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.2-3B/meta-llama--Meta-Llama-3.2-3B_task-ACSIncome/meta-llama--Meta-Llama-3.2-3B_bench-2784598924/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,mistralai--Mistral-7B-v0.1,0,1,0.5,0.7187263442475218,2648691597,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-v0.1/mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-2648691597/results.bench-2648691597.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-v0.1/mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-2648691597/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,mistralai--Mistral-7B-v0.1,0,0,0.5,0.7187263442475218,2648691597,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-v0.1/mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-2648691597/results.bench-2648691597.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-v0.1/mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-2648691597/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,gpt-3.5-turbo-0125,0,1,0.9923388967854705,0.7521177530790027,2401135335,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-gpt-3.5-turbo-0125/gpt-3.5-turbo-0125_task-ACSIncome/gpt-3.5-turbo-0125_bench-2401135335/results.bench-2401135335.json,results/folktexts/0-bullet-is/model-gpt-3.5-turbo-0125/gpt-3.5-turbo-0125_task-ACSIncome/gpt-3.5-turbo-0125_bench-1766319832/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-8B,0,1,0.592326139088729,0.7120997296485431,2048848180,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-8B/meta-llama--Meta-Llama-3.1-8B_task-ACSIncome/meta-llama--Meta-Llama-3.1-8B_bench-2048848180/results.bench-2048848180.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-8B/meta-llama--Meta-Llama-3.1-8B_task-ACSIncome/meta-llama--Meta-Llama-3.1-8B_bench-812996831/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-8B,0,0,0.5,0.37192550315410033,812996831,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-8B/meta-llama--Meta-Llama-3.1-8B_task-ACSIncome/meta-llama--Meta-Llama-3.1-8B_bench-812996831/results.bench-812996831.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-8B/meta-llama--Meta-Llama-3.1-8B_task-ACSIncome/meta-llama--Meta-Llama-3.1-8B_bench-812996831/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,0,0.5,0.7714689095824572,1185169325,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1185169325/results.bench-1185169325.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1185169325/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2.5-7B-Instruct,1,1,0.053328143246399375,0.7546109942925804,1514345529,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1514345529/results.bench-1514345529.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2.5-7B-Instruct/Qwen--Qwen2.5-7B-Instruct_task-ACSIncome/Qwen--Qwen2.5-7B-Instruct_bench-1185169325/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,gpt-4.1,0,1,5.384940217751136e-13,0.7664363672774607,185555585,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-gpt-4.1/gpt-4.1_task-ACSIncome/gpt-4.1_bench-185555585/results.bench-185555585.json,results/folktexts/0-bullet-is/model-gpt-4.1/gpt-4.1_task-ACSIncome/gpt-4.1_bench-2910394598/ACSIncome_subsampled-0.3_seed-42_hash-1637651050.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,0,0.5,0.7770381495944728,1874376163,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1874376163/results.bench-1874376163.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1874376163/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B-Instruct,1,1,0.1191772534785239,0.7637729047762091,403513459,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-403513459/results.bench-403513459.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B-Instruct/Qwen--Qwen2-7B-Instruct_task-ACSIncome/Qwen--Qwen2-7B-Instruct_bench-1874376163/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,mistralai--Mistral-7B-Instruct-v0.2,1,1,1.7814130965431943e-05,0.7466987083208171,3939863275,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-Instruct-v0.2/mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-3939863275/results.bench-3939863275.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-Instruct-v0.2/mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-2148587523/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,mistralai--Mistral-7B-Instruct-v0.2,1,0,0.5,0.7716611595073596,2148587523,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-Instruct-v0.2/mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-2148587523/results.bench-2148587523.json,results/folktexts/0-bullet-is/model-mistralai--Mistral-7B-Instruct-v0.2/mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-2148587523/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B,0,0,0.5,0.7442415139681586,601668012,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B/Qwen--Qwen2-7B_task-ACSIncome/Qwen--Qwen2-7B_bench-601668012/results.bench-601668012.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B/Qwen--Qwen2-7B_task-ACSIncome/Qwen--Qwen2-7B_bench-601668012/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,Qwen--Qwen2-7B,0,1,0.4682926829268293,0.7290237308501052,3007147409,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B/Qwen--Qwen2-7B_task-ACSIncome/Qwen--Qwen2-7B_bench-3007147409/results.bench-3007147409.json,results/folktexts/0-bullet-is/model-Qwen--Qwen2-7B/Qwen--Qwen2-7B_task-ACSIncome/Qwen--Qwen2-7B_bench-601668012/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,google--gemma-2b,0,0,0.5,0.6159807750075098,4275562670,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-google--gemma-2b/google--gemma-2b_task-ACSIncome/google--gemma-2b_bench-4275562670/results.bench-4275562670.json,results/folktexts/0-bullet-is/model-google--gemma-2b/google--gemma-2b_task-ACSIncome/google--gemma-2b_bench-4275562670/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,google--gemma-2b,0,1,0.4839506172839506,0.5343346350255332,1249554466,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-google--gemma-2b/google--gemma-2b_task-ACSIncome/google--gemma-2b_bench-1249554466/results.bench-1249554466.json,results/folktexts/0-bullet-is/model-google--gemma-2b/google--gemma-2b_task-ACSIncome/google--gemma-2b_bench-4275562670/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-70B,0,0,0.5,0.7164433763893061,1987564782,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B/meta-llama--Meta-Llama-3.1-70B_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B_bench-1987564782/results.bench-1987564782.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B/meta-llama--Meta-Llama-3.1-70B_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B_bench-1987564782/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,meta-llama--Meta-Llama-3.1-70B,0,1,0.5303370786516854,0.7679122859717633,1155027540,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B/meta-llama--Meta-Llama-3.1-70B_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B_bench-1155027540/results.bench-1155027540.json,results/folktexts/0-bullet-is/model-meta-llama--Meta-Llama-3.1-70B/meta-llama--Meta-Llama-3.1-70B_task-ACSIncome/meta-llama--Meta-Llama-3.1-70B_bench-1987564782/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,01-ai--Yi-6B,0,0,0.5,0.3678942625413037,1461935266,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-01-ai--Yi-6B/01-ai--Yi-6B_task-ACSIncome/01-ai--Yi-6B_bench-1461935266/results.bench-1461935266.json,results/folktexts/0-bullet-is/model-01-ai--Yi-6B/01-ai--Yi-6B_task-ACSIncome/01-ai--Yi-6B_bench-1461935266/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
ACSIncome,01-ai--Yi-6B,0,1,0.6519823788546255,0.7348212676479423,1118920862,0,bullet,is,original,default,results/folktexts/0-bullet-is/model-01-ai--Yi-6B/01-ai--Yi-6B_task-ACSIncome/01-ai--Yi-6B_bench-1118920862/results.bench-1118920862.json,results/folktexts/0-bullet-is/model-01-ai--Yi-6B/01-ai--Yi-6B_task-ACSIncome/01-ai--Yi-6B_bench-1461935266/ACSIncome_full_seed-42_hash-1998608642.test_predictions.csv
